timestamp,Live Zone1,Live Zone2,Live Zone3,Live Zone4,Total Count
4,4,5,3,7,28
4,4,5,3,7,28
4,4,5,3,7,28
4,4,5,3,7,28
4,4,5,3,7,28
4,4,5,3,7,28
5,4,5,3,7,28
5,4,5,3,7,28
5,4,5,3,7,28
5,4,5,3,7,28
5,4,5,3,7,28
5,4,5,3,7,28
5,4,5,3,7,28
5,4,5,3,7,28
5,4,5,3,7,28
5,4,5,3,7,28
5,4,5,3,7,28
5,4,5,3,7,28
5,3,5,3,7,28
5,3,5,3,7,28
5,3,5,3,7,28
5,2,5,3,7,28
5,2,5,3,7,28
5,2,5,3,7,28
5,2,5,3,7,28
5,2,5,3,7,28
5,2,5,3,7,29
5,2,5,3,8,29
5,2,5,3,8,29
5,2,5,3,8,29
5,2,5,3,8,29
5,2,5,3,7,29
5,2,5,3,7,29
5,2,5,3,7,29
5,2,5,3,7,29
5,2,5,3,7,29
6,2,5,3,7,29
6,2,5,3,7,29
6,2,5,3,7,29
6,2,5,3,7,29
6,2,5,3,7,29
6,2,5,3,7,29
6,2,5,3,7,29
6,2,5,3,7,29
6,2,5,3,7,29
6,2,5,3,7,29
6,2,5,3,7,29
6,2,5,3,7,29
6,2,5,3,7,29
6,2,5,3,7,29
6,2,5,3,7,29
6,2,5,3,7,29
6,2,5,3,7,29
6,2,5,3,7,29
6,2,5,3,7,29
6,2,5,3,7,30
6,2,5,4,7,30
6,2,5,4,7,30
6,2,5,4,7,30
6,2,5,4,7,30
6,2,5,4,7,30
6,2,5,4,7,30
6,2,5,4,7,30
6,2,5,4,7,30
6,2,5,3,7,30
6,2,5,3,7,30
7,2,5,3,7,30
7,2,5,3,7,30
7,2,5,3,7,30
7,2,5,3,7,30
7,2,5,3,7,30
7,2,5,3,7,30
7,2,5,3,7,30
7,2,5,3,7,31
7,3,5,3,7,31
7,3,5,3,7,31
7,3,5,3,7,31
7,3,5,3,7,31
7,3,5,3,7,31
7,3,5,3,7,31
7,3,5,3,7,31
7,3,5,3,7,32
7,3,5,3,8,32
7,3,5,3,8,32
7,2,5,3,8,33
7,3,5,3,7,33
7,3,5,3,7,33
7,3,5,3,7,33
7,3,5,3,7,33
7,3,5,3,7,33
7,3,5,3,6,33
7,3,5,3,6,33
7,3,5,3,6,33
7,3,5,3,6,34
7,3,5,4,6,34
7,2,5,4,6,34
8,2,5,4,6,34
8,2,5,4,6,34
8,2,5,4,6,34
8,2,5,4,6,34
8,2,5,4,6,34
8,2,5,4,6,34
8,2,5,4,6,34
8,2,5,4,6,34
8,2,5,4,6,34
8,2,5,4,6,34
8,2,5,4,6,34
8,2,5,4,6,34
8,2,5,4,6,34
8,2,5,4,6,34
8,2,5,4,6,34
8,2,5,4,6,34
8,2,5,4,6,34
8,2,5,4,6,34
8,2,5,4,6,34
8,2,5,4,6,34
8,2,5,4,6,35
8,3,5,4,6,35
8,3,5,4,6,35
8,3,5,4,6,35
8,3,5,4,6,35
8,3,5,4,6,36
8,4,5,4,6,36
8,5,5,4,6,36
8,5,5,4,6,36
8,5,5,4,6,36
9,5,5,4,6,36
9,4,5,4,6,36
9,4,5,4,6,36
9,4,5,4,6,36
9,4,5,4,6,37
9,4,5,4,7,37
9,4,5,4,7,37
9,4,5,4,7,37
9,4,5,4,7,37
9,3,5,4,7,37
9,4,5,4,7,37
9,3,5,4,7,37
9,3,5,4,7,37
9,3,5,4,7,37
9,3,5,4,7,37
9,3,5,4,7,37
9,3,5,4,7,37
9,3,5,4,7,37
9,3,5,4,7,37
9,3,5,4,7,38
9,4,5,4,7,38
9,4,5,4,7,38
9,4,5,4,7,38
9,4,5,4,7,38
9,4,5,4,7,38
9,4,5,4,7,38
9,4,5,4,7,38
9,4,5,4,7,38
9,4,5,4,7,39
9,4,6,4,7,40
10,4,6,4,8,40
10,4,6,4,8,40
10,4,5,4,8,40
10,3,5,4,8,40
10,3,5,4,8,40
10,3,5,4,8,40
10,3,5,4,8,40
10,3,5,4,8,40
10,3,5,4,8,41
10,4,5,4,8,41
10,4,5,4,8,41
10,3,5,4,8,41
10,3,5,3,8,41
10,3,5,3,8,41
10,3,5,3,7,41
10,3,5,3,7,41
10,3,5,3,8,41
10,3,5,3,8,41
10,3,4,3,8,41
10,3,4,3,7,41
10,3,4,3,7,41
10,3,4,3,7,42
10,3,4,3,8,42
10,3,4,3,8,42
10,3,4,3,8,42
10,3,5,3,8,42
10,3,5,3,7,42
10,3,5,3,7,42
10,3,5,4,7,42
10,3,5,4,7,42
11,3,5,4,7,42
11,3,5,4,7,42
11,3,5,4,7,42
11,3,5,4,7,42
11,3,5,4,7,42
11,3,5,4,7,42
11,3,5,4,7,42
11,3,5,4,7,42
11,3,5,4,7,43
11,3,6,4,7,43
11,3,6,4,7,43
11,3,6,4,7,43
11,3,6,4,7,43
11,3,6,4,7,43
11,3,6,4,7,43
11,3,6,4,7,43
11,3,6,4,7,44
11,4,6,4,7,44
11,3,6,4,7,44
11,3,6,4,7,45
11,4,6,4,7,46
11,4,6,4,7,46
11,4,6,4,7,46
11,4,6,4,7,47
11,4,6,4,8,47
11,4,6,4,8,47
11,4,6,4,8,47
11,4,6,4,8,47
11,4,6,4,8,47
11,4,6,4,8,47
12,4,6,4,8,47
12,4,5,4,8,47
12,4,6,4,8,47
12,4,6,4,8,47
12,4,5,4,8,47
12,4,5,4,8,47
12,4,5,4,8,47
12,4,5,4,8,47
12,3,5,4,8,47
12,3,5,4,8,47
12,3,5,4,8,47
12,3,5,4,8,47
12,3,5,4,8,47
12,3,5,4,8,47
12,3,5,4,8,47
12,3,5,4,8,47
12,3,5,4,8,47
12,3,5,4,8,48
12,4,5,4,8,48
12,4,5,4,8,48
12,4,5,4,8,48
12,4,5,4,8,48
12,4,5,4,8,48
12,4,5,4,8,48
12,3,5,4,8,48
12,3,5,4,8,48
12,3,5,4,8,48
12,3,5,4,8,48
12,3,5,4,8,48
12,3,5,4,8,48
13,3,5,4,8,48
13,3,5,4,8,48
13,2,5,4,8,48
13,2,5,4,8,48
13,2,5,4,8,48
13,2,5,4,8,48
13,2,5,4,8,48
13,2,5,4,8,49
13,2,5,4,9,49
13,2,5,4,9,49
13,2,5,4,9,49
13,2,5,4,9,49
13,2,4,4,9,49
13,2,4,4,9,49
13,2,4,4,9,49
13,2,4,4,9,49
13,2,4,4,9,49
13,2,4,4,9,49
13,2,4,4,9,49
13,2,4,4,9,49
13,2,4,4,9,49
13,2,4,4,9,49
13,2,4,4,9,49
13,2,4,4,9,49
13,2,4,4,9,49
13,2,4,4,9,49
13,2,4,4,9,49
13,2,4,4,9,49
13,2,4,4,9,49
13,2,4,4,9,49
14,2,4,4,9,49
14,2,4,4,9,49
14,2,4,4,9,49
14,2,4,4,9,49
14,2,4,4,9,49
14,2,4,4,9,49
14,2,4,4,9,50
14,3,4,4,9,50
14,3,4,4,9,50
14,3,4,4,9,50
14,3,4,4,9,50
14,2,4,4,9,50
14,2,3,4,9,50
14,2,4,4,9,50
14,2,4,4,9,50
14,2,4,4,9,50
14,2,4,4,9,50
14,2,4,4,9,50
14,2,4,4,8,50
14,2,4,4,8,50
14,2,4,4,8,50
14,2,4,4,8,51
14,2,5,4,8,51
14,2,5,4,8,52
14,2,6,4,8,52
14,2,6,4,8,52
14,1,6,4,8,52
14,1,6,4,8,52
14,1,6,4,8,52
14,1,6,4,8,52
15,1,6,4,8,52
15,1,6,4,8,53
15,1,7,4,8,53
15,1,7,4,8,53
15,1,7,4,8,53
15,1,7,4,8,53
15,1,7,4,8,53
15,1,7,4,8,54
15,2,6,4,8,54
15,2,6,4,8,54
15,2,6,4,8,54
15,2,6,4,8,54
15,2,6,4,8,54
15,2,6,4,8,54
15,2,6,4,8,54
15,2,6,4,8,54
15,2,6,4,8,54
15,2,6,4,8,54
15,2,6,4,8,54
15,2,6,4,8,54
15,2,6,4,8,54
15,2,6,4,8,54
15,2,6,4,8,54
15,2,6,4,8,54
15,2,6,4,8,54
15,2,6,4,8,54
15,2,6,4,8,54
15,2,6,4,8,54
15,2,6,4,8,54
15,2,6,4,8,54
16,2,6,4,8,54
16,2,6,4,8,54
16,2,6,4,8,55
16,2,6,4,9,55
16,2,6,4,9,55
16,2,6,4,9,55
16,2,6,4,9,55
16,2,6,4,9,56
16,2,6,4,10,56
16,2,6,4,10,56
16,2,6,4,10,57
16,2,7,4,10,57
16,2,7,4,10,57
16,2,7,4,9,57
16,2,7,4,9,57
16,2,7,4,9,57
16,2,7,4,9,57
16,2,7,4,9,57
16,2,7,4,9,57
16,2,7,4,9,57
16,2,7,4,9,57
16,2,7,4,9,57
16,2,7,4,10,58
16,3,7,4,10,58
16,3,7,4,9,58
16,3,7,4,9,58
16,3,7,4,10,58
16,3,7,4,10,58
16,3,7,4,10,58
16,3,7,4,9,58
17,3,7,4,10,58
17,3,7,4,10,58
17,3,7,4,9,58
17,3,7,4,9,58
17,3,7,4,9,58
17,3,7,4,9,58
17,3,7,4,9,58
17,3,7,4,9,58
17,3,7,4,9,58
17,3,7,4,9,58
17,3,6,4,9,58
17,3,6,4,9,58
17,3,6,4,9,58
17,3,6,4,9,58
17,3,6,4,9,58
17,3,6,4,9,59
17,4,6,4,9,59
17,4,6,4,9,59
17,4,6,4,9,59
17,4,6,4,9,59
17,4,6,4,9,59
17,4,5,4,9,59
17,4,5,4,9,59
17,3,5,4,9,59
17,3,5,4,9,59
17,3,5,4,9,59
17,3,5,4,9,59
17,3,5,4,9,59
17,3,6,4,9,59
17,3,6,4,9,59
18,3,6,4,9,59
18,3,6,4,9,59
18,3,6,4,9,59
18,3,6,4,9,60
18,3,6,4,10,60
18,3,6,4,10,60
18,3,6,4,10,60
18,2,6,4,10,60
18,2,6,4,10,60
18,2,6,4,10,60
18,2,6,4,10,60
18,2,6,4,10,60
18,2,6,4,10,61
18,3,5,4,10,62
18,4,5,4,10,62
18,4,5,4,10,62
18,4,5,4,10,62
18,4,5,4,10,62
18,3,4,4,10,62
18,4,4,4,10,62
18,3,4,4,10,62
18,3,4,4,10,62
18,3,4,4,10,62
18,3,4,4,10,62
18,3,3,4,10,62
18,3,3,4,10,62
18,3,3,4,10,62
18,3,3,4,10,62
18,3,3,4,10,62
18,3,3,4,10,62
19,3,3,4,10,63
19,4,3,4,10,63
19,4,3,4,10,63
19,4,3,4,10,63
19,4,3,4,10,63
19,4,3,4,10,63
19,4,3,4,10,63
19,4,3,4,10,63
19,4,3,4,10,63
19,3,3,4,10,63
19,2,3,4,10,63
19,2,3,4,10,63
19,2,3,4,10,63
19,2,3,4,10,63
19,2,3,4,10,63
19,2,3,4,10,63
19,2,3,4,10,63
19,2,3,4,10,63
19,3,3,4,10,63
19,3,3,4,10,63
19,3,3,4,10,63
19,3,3,4,10,63
19,3,3,4,10,63
19,3,3,4,10,63
19,3,3,4,10,63
19,3,3,4,10,63
19,3,3,4,10,63
19,3,3,4,10,63
19,3,3,4,10,63
19,3,3,4,10,63
20,3,3,4,10,63
20,3,3,4,10,63
20,3,3,4,10,63
20,3,3,4,10,63
20,3,3,4,10,63
20,3,3,4,10,63
20,2,3,4,10,63
20,2,3,4,10,63
20,2,3,4,10,63
20,2,3,4,10,63
20,2,3,4,10,63
20,2,3,4,10,63
20,2,3,4,10,63
20,2,3,4,10,63
20,2,3,4,10,63
20,2,3,4,10,63
20,2,3,4,10,63
20,2,3,4,10,63
20,2,3,4,10,63
20,2,3,4,10,63
20,2,3,4,10,63
20,2,3,4,10,63
20,2,3,4,10,63
20,2,3,4,10,63
20,2,3,4,10,64
20,3,3,4,10,64
20,3,3,4,10,64
20,3,3,4,10,64
20,3,3,4,10,64
20,3,3,4,10,64
21,3,3,4,10,64
21,3,3,4,10,64
21,3,3,4,10,64
21,3,3,4,10,64
21,3,3,4,10,64
21,3,3,4,10,64
21,3,3,4,10,64
21,3,3,4,10,64
21,2,3,4,10,64
21,2,3,4,10,64
21,2,3,4,10,64
21,2,3,4,10,64
21,2,3,4,10,64
21,2,3,4,10,64
21,2,3,4,10,64
21,2,3,4,10,64
21,2,3,4,10,64
21,2,3,4,10,64
21,2,3,4,10,64
21,2,3,4,10,64
21,2,3,4,10,64
21,2,3,4,10,64
21,2,3,4,10,64
21,2,3,4,10,64
21,2,3,4,10,64
21,2,3,4,10,64
21,2,3,4,10,64
21,2,3,4,10,64
21,2,3,4,10,64
21,1,3,4,10,64
22,1,3,4,10,64
22,1,3,4,10,64
22,1,3,4,10,64
22,1,3,4,10,64
22,1,3,4,10,64
22,1,3,4,10,64
22,1,3,4,10,64
22,1,3,4,10,64
22,1,3,4,10,64
22,1,3,4,10,64
22,1,3,4,10,64
22,1,3,4,10,64
22,1,3,4,10,64
22,1,3,4,10,64
22,1,3,4,10,64
22,1,3,4,10,64
22,1,3,4,10,64
22,1,3,4,10,64
22,1,3,4,10,64
22,1,3,4,10,64
22,1,3,4,10,64
22,1,3,4,10,64
22,1,3,4,10,64
22,1,3,4,10,64
22,1,3,4,10,64
22,1,3,4,10,64
22,1,3,4,10,64
22,1,3,4,10,64
22,1,3,4,10,65
22,1,4,4,10,65
23,1,4,4,10,65
23,1,4,4,10,66
23,2,4,4,10,66
23,2,4,4,10,66
23,2,4,4,10,66
23,2,4,4,10,66
23,2,4,4,9,66
23,2,4,4,9,66
23,2,4,4,10,66
23,2,4,4,10,66
23,1,4,4,10,66
23,1,4,4,10,66
23,1,4,4,10,66
23,1,4,4,10,66
23,1,4,4,10,66
23,1,4,4,10,66
23,1,4,4,10,66
23,1,4,4,10,66
23,1,4,4,10,66
23,1,4,4,10,66
23,1,4,4,10,67
23,1,4,4,11,67
23,1,4,4,11,67
23,1,4,4,11,67
23,1,4,4,11,67
23,1,4,4,11,67
23,1,4,4,11,68
23,2,4,4,11,68
23,2,4,4,11,68
23,2,4,4,11,68
24,2,4,4,11,68
24,2,4,4,11,68
24,1,4,4,11,68
24,1,4,4,11,68
24,1,4,4,11,68
24,1,4,4,11,68
24,1,4,4,11,68
24,1,4,4,11,68
24,1,4,4,11,68
24,1,4,4,11,68
24,1,4,4,11,68
24,1,4,4,11,68
24,1,4,4,11,68
24,1,4,4,11,68
24,1,4,4,11,68
24,1,4,4,11,68
24,1,4,4,11,68
24,1,4,4,11,68
24,1,4,4,11,68
24,1,4,4,11,68
24,1,4,4,11,68
24,1,4,4,11,68
24,1,4,4,11,68
24,1,4,4,11,68
24,1,4,4,11,68
24,1,4,4,11,68
24,1,4,4,11,68
24,1,4,4,11,68
24,1,4,4,11,68
24,1,4,4,11,69
25,2,4,4,11,69
25,2,4,4,11,69
25,2,4,4,11,69
25,2,4,4,11,69
25,2,4,4,11,69
25,2,4,4,11,69
25,2,4,4,11,69
25,2,4,4,11,69
25,2,4,4,11,69
25,2,4,4,11,69
25,2,4,4,11,69
25,2,4,4,11,69
25,2,4,4,11,69
25,2,4,4,11,70
25,3,4,4,11,70
25,3,4,4,11,70
25,3,4,4,11,70
25,3,4,4,11,70
25,3,4,4,11,70
25,3,4,4,11,70
25,3,4,4,11,70
25,3,4,4,11,70
25,3,4,4,11,70
25,3,4,4,11,70
25,3,4,4,11,71
25,3,5,4,11,71
25,3,5,4,11,71
25,3,5,4,11,71
25,3,4,4,11,71
25,3,4,4,11,71
26,3,4,4,11,73
26,4,5,4,11,73
26,4,5,4,10,73
26,4,5,4,10,73
26,3,5,4,10,73
26,3,5,4,10,73
26,3,5,4,10,73
26,3,5,4,10,73
26,3,5,4,10,73
26,2,5,4,10,73
26,1,5,4,10,73
26,1,5,4,10,73
26,1,5,4,10,73
26,1,5,4,10,73
26,1,5,4,10,74
26,1,5,4,11,74
26,1,5,4,11,75
26,2,5,4,11,75
26,2,5,4,11,75
26,2,5,4,11,75
26,2,5,4,11,75
26,2,5,4,11,75
26,2,5,4,11,75
26,2,5,4,11,75
26,2,5,4,11,75
26,2,5,4,11,75
26,2,5,4,11,75
26,2,5,4,11,75
26,2,4,4,11,75
26,2,4,4,11,75
27,2,4,4,11,75
27,2,4,4,9,75
27,2,4,4,9,75
27,2,4,4,9,75
27,2,4,4,9,75
27,2,4,4,9,75
27,2,4,4,10,75
27,2,5,4,10,75
27,2,5,4,10,75
27,2,5,4,10,75
27,2,5,4,10,75
27,2,5,4,10,75
27,2,5,4,10,75
27,2,5,4,10,75
27,2,5,4,10,75
27,2,5,4,10,76
27,2,5,4,11,76
27,2,5,4,12,76
27,2,5,4,12,76
27,2,5,4,12,76
27,2,5,4,12,76
27,2,5,4,12,76
27,2,5,4,12,76
27,2,5,4,12,76
27,2,5,3,12,76
27,2,5,3,12,76
27,2,5,3,12,76
27,2,5,3,12,76
27,2,5,3,11,76
27,2,5,3,11,77
28,3,5,3,11,77
28,3,5,3,11,77
28,3,5,3,11,77
28,3,5,3,11,78
28,3,6,3,11,78
28,3,6,3,11,78
28,2,6,3,11,78
28,2,6,3,11,80
28,4,6,3,11,80
28,4,6,3,11,80
28,4,6,3,11,80
28,4,6,3,11,80
28,4,6,3,11,80
28,4,6,3,11,80
28,4,6,3,11,80
28,4,6,3,11,80
28,4,6,3,11,80
28,4,6,3,11,80
28,4,6,3,11,80
28,4,6,3,11,80
28,4,6,3,11,80
28,4,6,3,11,80
28,4,6,3,11,80
28,4,6,3,11,80
28,4,6,3,10,80
28,4,6,3,10,80
28,4,6,3,10,80
28,4,6,3,10,80
28,4,6,3,10,80
28,4,6,3,10,80
29,4,6,3,10,80
29,3,6,3,10,80
29,3,6,3,10,80
29,3,6,3,10,80
29,3,6,3,10,80
29,3,6,3,10,80
29,3,6,3,10,80
29,3,6,3,10,80
29,2,6,3,10,80
29,2,6,3,10,80
29,2,6,3,10,80
29,2,6,3,10,80
29,2,6,3,10,80
29,2,6,3,10,80
29,2,6,3,10,80
29,2,6,3,10,80
29,2,6,3,10,80
29,2,6,3,10,80
29,2,6,3,10,80
29,2,6,3,10,80
29,2,6,3,10,80
29,2,6,3,10,80
29,2,6,3,10,81
29,3,6,3,10,81
29,3,6,3,10,81
29,3,6,3,10,81
29,3,6,3,10,81
29,2,6,3,10,81
29,2,6,3,10,81
29,2,6,3,10,81
30,2,6,3,10,81
30,2,6,3,10,81
30,2,6,3,10,81
30,2,6,3,10,81
30,2,6,3,10,81
30,2,6,3,10,81
30,2,6,3,10,81
30,2,6,3,10,81
30,3,6,3,10,81
30,3,6,3,10,81
30,3,6,3,10,81
30,3,6,3,10,81
30,3,6,3,10,81
30,3,6,3,10,81
30,3,6,3,10,81
30,3,6,3,10,82
30,4,6,3,10,82
30,4,6,3,10,82
30,4,6,3,10,82
30,4,6,3,10,82
30,4,6,3,10,82
30,4,6,3,10,82
30,4,6,3,10,83
30,4,7,3,10,83
30,4,7,3,10,83
30,4,7,3,10,83
30,4,7,3,10,83
30,4,7,3,10,83
30,4,7,3,10,83
30,4,6,3,10,83
31,4,6,3,10,83
31,4,6,3,10,83
31,4,6,3,10,83
31,3,6,3,10,83
31,3,6,3,10,83
31,3,6,3,10,83
31,3,5,3,10,83
31,3,5,3,10,83
31,3,5,3,10,84
31,4,5,3,10,84
31,4,5,3,10,84
31,4,5,3,10,84
31,4,5,3,10,84
31,4,5,3,10,84
31,4,5,3,10,84
31,4,5,3,10,84
31,4,4,3,10,84
31,4,4,3,10,84
31,4,4,3,10,84
31,4,4,3,10,84
31,4,4,3,10,84
31,4,4,3,10,84
31,4,4,3,10,84
31,4,4,3,10,84
31,3,4,3,10,84
31,3,4,3,10,84
31,3,4,3,10,84
31,3,4,3,10,84
31,3,4,3,10,84
31,3,4,3,10,84
32,3,4,3,10,84
32,3,4,3,10,84
32,3,4,3,10,84
32,3,4,3,10,84
32,3,4,3,10,84
32,3,4,3,10,84
32,3,4,3,10,84
32,3,4,3,10,84
32,3,4,3,10,84
32,3,4,3,10,84
32,3,4,3,10,84
32,3,4,3,10,84
32,3,4,3,10,85
32,4,4,3,10,85
32,4,4,3,10,85
32,4,4,3,10,85
32,4,4,3,10,85
32,4,4,3,10,85
32,4,4,3,10,85
32,4,4,3,10,85
32,4,4,3,10,85
32,4,4,3,10,85
32,4,4,3,10,85
32,4,4,3,10,85
32,4,4,3,10,85
32,4,4,3,10,85
32,4,4,3,9,85
32,4,4,3,9,85
32,4,4,3,9,85
32,4,4,3,9,85
33,4,4,3,9,85
33,4,4,3,9,85
33,4,4,3,9,85
33,3,4,3,9,85
33,3,4,3,9,85
33,3,4,3,9,85
33,3,4,3,9,85
33,3,4,3,9,85
33,3,4,3,9,85
33,3,4,3,9,85
33,3,4,3,9,85
33,3,4,3,9,85
33,3,4,3,9,86
33,4,4,3,9,86
33,4,4,3,9,86
33,4,4,3,9,86
33,4,4,3,9,86
33,4,4,3,9,86
33,4,4,3,9,86
33,4,4,3,9,86
33,4,4,3,9,86
33,3,4,3,9,86
33,3,4,3,9,86
33,3,4,3,9,86
33,3,4,3,10,86
33,3,4,3,10,86
33,3,4,3,10,86
33,3,4,3,10,86
33,3,4,3,9,86
33,3,4,3,9,86
34,3,4,3,10,86
34,3,4,3,10,86
34,3,4,3,10,86
34,3,4,3,10,86
34,3,4,3,10,86
34,3,4,3,10,86
34,2,4,3,10,86
34,2,4,3,10,86
34,2,4,3,10,86
34,2,4,3,10,86
34,2,4,3,10,86
34,2,4,3,10,86
34,2,4,3,10,86
34,2,4,3,10,87
34,3,4,3,10,87
34,2,4,3,10,87
34,2,4,3,10,87
34,2,4,3,10,87
34,2,4,3,10,87
34,2,4,3,10,87
34,2,4,3,10,87
34,2,4,3,10,87
34,2,4,3,10,87
34,1,4,3,10,87
34,1,4,3,10,88
34,2,4,3,10,88
34,2,4,3,10,88
34,2,4,3,10,88
34,2,4,3,10,88
34,2,4,3,10,88
35,2,4,3,10,88
35,2,4,3,10,88
35,2,4,3,10,88
35,2,4,3,10,88
35,2,4,3,10,88
35,3,4,3,10,88
35,3,4,3,10,88
35,2,4,3,10,88
35,2,4,3,10,88
35,2,4,3,10,88
35,2,4,3,10,88
35,2,4,3,10,88
35,2,4,3,10,88
35,2,4,3,10,88
35,2,4,3,10,88
35,2,4,3,10,88
35,2,4,3,10,88
35,2,4,3,10,88
35,2,4,3,10,88
35,2,4,3,10,88
35,2,4,3,10,88
35,2,4,3,10,88
35,2,4,3,10,88
35,2,4,3,10,88
35,2,4,3,10,88
35,2,4,3,10,88
35,2,4,3,10,88
35,2,4,3,10,88
35,2,4,3,10,88
35,2,4,3,10,88
36,2,4,3,10,88
36,2,4,3,10,88
36,2,4,3,10,88
36,1,4,3,10,88
36,2,4,3,10,88
36,1,4,3,10,88
36,1,4,3,10,88
36,1,4,3,10,89
36,2,4,3,10,89
36,2,4,3,10,89
36,2,4,3,10,89
36,2,4,3,10,89
36,2,4,3,10,90
36,2,5,3,10,90
36,2,5,3,10,90
36,2,5,3,10,90
36,2,5,3,10,90
36,1,5,3,10,90
36,1,5,3,10,90
36,1,5,3,10,90
36,1,5,3,10,90
36,0,4,3,10,90
36,0,4,3,10,90
36,1,4,3,10,91
36,2,4,3,10,91
36,2,4,3,10,91
36,2,4,3,10,91
36,2,4,3,10,91
36,2,4,3,10,91
36,2,4,3,10,92
37,3,4,3,10,92
37,3,4,3,10,92
37,3,4,3,10,92
37,3,4,3,10,92
37,3,4,3,10,92
37,2,4,3,10,92
37,2,4,3,10,92
37,2,4,3,10,92
37,2,4,3,10,92
37,2,4,3,10,92
37,2,4,3,10,92
37,2,4,3,10,92
37,2,4,3,10,92
37,2,4,3,10,92
37,2,4,3,10,92
37,2,4,3,10,92
37,2,4,3,10,92
37,2,4,3,10,92
37,2,4,3,10,92
37,2,4,3,10,92
37,2,4,3,10,92
37,2,4,3,10,92
37,2,4,3,10,92
37,2,4,3,10,92
37,2,4,3,10,92
37,2,4,3,10,92
37,2,4,3,10,92
37,2,4,3,10,92
37,2,4,3,10,92
37,2,4,3,10,92
38,2,4,3,10,92
38,1,4,3,10,92
38,1,3,3,10,92
38,1,3,3,10,92
38,1,3,3,10,92
38,1,3,3,10,92
38,1,3,3,10,92
38,1,3,3,10,92
38,1,3,3,10,92
38,1,3,3,10,92
38,1,3,3,10,92
38,1,3,3,10,92
38,1,3,3,10,92
38,1,3,3,10,92
38,1,3,3,10,92
38,1,3,3,10,92
38,1,3,3,10,92
38,1,3,3,10,92
38,1,3,3,10,92
38,1,3,3,10,92
38,1,3,3,10,92
